code,disease,primary
H35,ретинит пигментоз тип 54,0
H35,retinitis pigmentosa 47,0
H35,retinitis pigmentosa 47 rp47,0
H35,ретинит пигментоз тип 47,0
H35,rp47,0
H35,retinitis pigmentosa 55,0
H35,ретинит пигментоз тип 55,0
H35,rp38,0
H35,retinitis pigmentosa 38,0
H35,retinitis pigmentosa 38 rp38,0
H35,ретинит пигментоз тип 38,0
H35,retinitis pigmentosa 26,0
H35,retinitis pigmentosa 26 rp26,0
H35,ретинит пигментоз тип 26,0
H35,rp 26,0
H35,retinitis pigmentosa 61,0
H35,rp61,0
H35,retinitis pigmentosa 68 rp68,0
H35,ретинит пигментоз тип 68,0
H35,rp68,0
H35,rp56,0
H35,retinitis pigmentosa 56,0
H35,retinitis pigmentosa 56 rp56,0
H35,ретинит пигментоз тип 56,0
H35,rp41,0
H35,retinitis pigmentosa 40,0
H35,retinitis pigmentosa 40 rp40,0
H35,ретинит пигментоз тип 40,0
H35,rp40,0
H60,холестеатом външ ухо заболяван,0
H04,дакриоаденит хронич,0
D72,заболяван левкоцит,0
D72,разстройств левкоцит,0
D72,левкоцит разстройств,0
J01,ост етмоид синузит,0
J01,етмоид синузит ост,0
P37,неонатал кандидоз инфекци,0
P37,неонатал инфекци мони,0
P37,неонатал инфекци мони разстройств,0
P37,неонатал монилиаз,0
A92,венесуел енцефаломиелит,0
A92,венецуелск треск конет,0
A05,стафилококов хранител отравя,0
A05,стафилококов токсем храна,0
A05,staphyloenterotoxicosis,0
K13,левкокератоз орал лигавиц,0
K13,левкоплак орал лигавиц,0
K13,левкоплак уст лигавиц,0
K13,орал кератоз,0
K13,орал левкоплак,0
P39,гонококов офталми неонатор,0
P39,гонококов конюнктиви,0
P39,гонококов конюнктиви новород,0
H10,гнойн конюнктиви,0
H43,нарушени стъкловид чувств хумор,0
K82,обструкци жлъчни мехур,0
H68,нарушени слухов тръба,0
H68,заболяван евстахиев тръба,0
H68,заболяван фаринготимпанич тръба,0
H68,нарушени евстахиев тръба,0
H68,разстройств евстахиев тръба,0
H68,заболяван фаринготимпанич тръба,0
K83,болест жлъчн дърве,0
K83,заболяван жлъчно дърв,0
K83,нарушени билиар дърв,0
K83,рядк заболяван жлъчн пътищ,0
I86,тазов област варикоз болест багажни,0
M60,интерстициал миозит,0
H31,хороид дегенераци,0
H44,дегенератив разстройств очи,0
H44,дегенератив разстройств глобус,0
H44,очно невродегенератив заболяван,0
D69,левкоцитокластич васкулит,0
G24,орофациал дискинези,0
Q24,вроден атриовентрикулар блок,0
C12,злокачеств тумор пириформн ямк разстройств,0
C12,злокачеств тумор пириформ синус,0
C12,злокачеств тумор пириформн фоса,0
C12,злокачеств тумор пириформ синус,0
E72,вроден грешк аминокиселин метаболиз,0
K13,заболяван уст,0
K13,заболяван уст,0
K13,заболяван уст nos разстройств,0
K13,нарушени уст,0
K13,нарушени уст разстройств,0
H40,preglaucoma,0
H40,преглауком разстройств,0
H40,преглауком nos,0
H40,преглауком неуточн,0
H40,неопредел преглауком разстройств,0
H05,миопат екстраокулар мускул,0
N36,дивертикул уретр,0
J32,хронич етмоид синузит,0
J32,хронич етмоидал синузит,0
J32,хронич етмоидал синузит разстройств,0
J32,хронич етмоидит,0
J32,етмоид синузит хронич,0
J32,етмоидал синузит хронич,0
N36,уретрал фалшив преминаван нарушени,0
H20,инфекциоз вторич иридоциклит,0
H20,вторич инфектира иридоциклит разстройств,0
A54,гонококов иридоциклит разстройств,0
H20,иридоциклит причин обектив разстройств,0
I21,миокард инфаркт болест ост,0
J45,алергич форм астма,0
J45,атопич астма,0
J45,външ астма ост обострян,0
J45,външ астма статут астмати,0
J45,външ астма статут астмати разстройств,0
H16,излаган кератоконюнктиви,0
H16,лагофталмов кератит,0
C54,орга рак матк,0
C54,рак тялот матк,0
C54,рак маточ корпус,0
C54,злокачеств тяло неоплаз матк,0
C54,злокачеств новообразувани тялот матк,0
C54,рак матк,0
H35,amaurosis congenita лебер ii,0
H35,amaurosis congenita лебер тип 2,0
H35,лебър конгенитал амауроз 2,0
H35,лебър конгенитал амауроз 2 lca2,0
H35,лебер вроден амавроз тип 2,0
G30,ad2,0
G30,болест алцхаймер 2 късн нача,0
G30,болест алцхаймер свърза apoe4,0
G30,болест алцхаймер тип 2,0
G30,болест алцхаймер 2,0
G30,болест алцхаймер тип 2,0
G30,ad8,0
G30,болест алцхаймер 8,0
G30,болест алцхаймер тип 8,0
G30,болест алцхаймер фамил 8,0
G30,болест алцхаймер тип 8,0
G30,ad6,0
G30,болест алцхаймер 6,0
G30,болест алцхаймер 6 късн нача,0
G30,болест алцхаймер 6 късн нача,0
G30,болест алцхаймер тип 6,0
G30,болест алцхаймер 6,0
G30,болест алцхаймер тип 6,0
G30,локал количеств белег плазмен бета амилоид 42,0
G30,ad 7,0
G30,болест алцхаймер тип 7,0
G30,болест алцхаймер фамил 7,0
G30,болест алцхаймер фамил 7,0
G30,болест алцхаймер 7,0
G30,болест алцхаймер тип 7,0
G30,ad10,0
G30,болест алцхаймер 10,0
G30,болест алцхаймер тип 10,0
G30,болест алцхаймер фамил 10,0
G30,болест алцхаймер 10,0
G30,болест алцхаймер тип 10,0
G30,ad11,0
G30,болест алцхаймер 11,0
